text,label
duragin yanında sorun var; yeşil alan her gün sulanmıyor çimler kurudu,Park ve Yeşil Alan
Ana cadde uzerinde sorun var; akşam olunca her yer zifii karanlık.,Sokak Aydınlatması
ara sokakta durağa otobüs hiç uğramıyor. Vergimizi ne içn veriyoruz?,Toplu Ulaşım
"Pes yani, Caminin arka sokağında sorun var; çitler kırık park sokağa açılmış tehlikeli.",Park ve Yeşil Alan
"Pes yani, okulun yanındaki sokakta parka tuvalet yok çok lazım.",Park ve Yeşil Alan
"Duraktaki bank ve durak kapalisi kirik, cocuklar etkileniyor. Vergimizi ne icin veriyoruz?",Toplu Ulaşım
KÖŞEDEKI BAKKALIN ÖNÜNDE KÖPEKLER PEŞIMIZE TAKLIYOR KORKUYORUZ.,Başıboş Hayvanlar
"Ya artık yeter, aşısız hayvanlar dolaşıyor tehlikeli, ayrıca ölü bir hayvan var günlerdir kaldıran yok.",Başıboş Hayvanlar
Yaralı bir hayvan var ilgilenen yok. Acil çözün şunu!,Başıboş Hayvanlar
duragin yanında yeşil alana izinsiz inşaat var.,Park ve Yeşil Alan
"Valla bıktık, Sokağımızda sorun var; kafelerin masaları geceleri çok gürültülü.",Gürültü ve Çevre Kirliliği
"pes yani, kanalizasyon kapağı çökmüş çukur olmuş.",Su ve Kanalizasyon
Yahu Site girişinde sorun var; okul yolunda ışık yok çocuklar korkuyor,Sokak Aydınlatması
Ana cadde uzerinde kedilere mama su konmuyor,Başıboş Hayvanlar
"bakın, Ara sokakta sorun var; sefer saatleri tutmuyor saatlerce bekliyoruz.",Toplu Ulaşım
"Of ya, geceleri havlamalar uzun süredir uyutmuyor. Vergimizi ne için veriyoruz?",Başıboş Hayvanlar
"yahu atık konteyneri yanlış yere konmuş kapımızı kapatıyor, ayrıca okulun yanındaki sokakta çöpler biriki leş gibi kokuyor.",Çöp ve Temizlik
gece hattı yok eve dönemiyoruz. Gereğinin yapılmasını rica ederim.,Toplu Ulaşım
"OF YA, CADDEMIZDE KOCA BIR ÇÖP YIĞINI VAR, KIMSE ILGILENMIYOR. BU KADARINA DA PES",Çöp ve Temizlik
konteyner kırılmış çöpler etrafa saçılıyor. Gereğinin yapılmasını rica ederim.,Çöp ve Temizlik
"kafelerin masaları geceleri çok gürültülü, ayrıca atölye kaç kere söyledik yine makine sesinden uyutmuyor.",Gürültü ve Çevre Kirliliği
Cocuk parkının yanında yeşil alana izinsiz inşaat var.,Park ve Yeşil Alan
"bıktık artık, yaya geçidi silinmiş hiç görünmüyor, ayrıca yolun ortasında koca bir çukur açıldı.",Yol ve Kaldırım
"Of ya, yandaki işyeri aylardır sonuna kadar müzik açıyor.",Gürültü ve Çevre Kirliliği
"Yeter ama, Metro çıkışında sorun var; su uzun süredir kesik haber bilee vermiyorlar",Su ve Kanalizasyon
"Kaldırım karanlık düşüp yaralandık, ayrıca köşedeki bakkalin önünde aydınlatma olmadığı için tekin değil.",Sokak Aydınlatması
"Valla bıktık, egzoz ve tozdan pencere açamıyoruz.",Gürültü ve Çevre Kirliliği
sokak aylardırrr süpürülmüyor her yer kir.,Çöp ve Temizlik
"Allah aşkına, durakta tabela yok hangi hat geçer belliii değil.",Toplu Ulaşım
"Of ya, Site girişinde sorun var; ana caddenin yarısı karanlık yürümek korkutucu.",Sokak Aydınlatması
"Yeter ama, gece hattı yok eve dönemiyoruz.",Toplu Ulaşım
"Yeter ama, Cocuk parkinin yaninda sorun var; mahallemizde kanalizasyon tasmis pis su akiyor.",Su ve Kanalizasyon
"of ya, Metro çıkışında sorun var; oyunn grubunun zemini bozuk çocuklar düşüyor",Park ve Yeşil Alan
duragin yanında gece motorları gaza basıp duruyor. İlgili birime iletilmesini rica ederim.,Gürültü ve Çevre Kirliliği
kar yağınca yollar tuzlanmadı buz tuttu. İlgili birime iletilmesini rica ederim.,Yol ve Kaldırım
"Valla bıktık, Pazar yerinin orada sorun var; akşam olunca her yer zifiri karanlık.",Sokak Aydınlatması
"Ya artık yeter, elektrik direği yana yatmış ışık da yok. Acil çözün şunu!",Sokak Aydınlatması
"Okul yolunda ışık yok çocuklarrr korkuyor, sağlığımız tehlikede. Gereğinin yapılmasını rica ederim.",Sokak Aydınlatması
cocuk parkının yanında aldırım taşları sökülmüş yürünmüyor.,Yol ve Kaldırım
"of ya, Sokağımızda sorun var; moloz dökülen alan toz ve koku saçıyor.",Gürültü ve Çevre Kirliliği
"Kafelerin masaları geceleri çok gürültülü, ayrıca halı saha geç saatte bile bağırış çağırış.",Gürültü ve Çevre Kirliliği
Rezalet. karanlıkta gencler toplanıyor güvensiz,Sokak Aydınlatması
"ana cadde uzerinde kaldırım taşları sökülmüş yürünmüyor, kimse umursamıyor. Ne zaman çözeceksiniz?",Yol ve Kaldırım
Düğün salonu her gün sesi sonuna kadar açıyor. İlgili birime iletilmesini rica ederim.,Gürültü ve Çevre Kirliliği
"Biktik artik, cocuk parkinin yaninda fareler turedi cunku copler ortada, vergimizi oduyoruz ama hizmet yok. Bu kadarina da pes!",Çöp ve Temizlik
Trafik levhası devrilmiş kimse ilgilenmiyor. Konunun takip edilmesini istiyoruz.,Yol ve Kaldırım
evimizin tam önünde yol çökmüş araçlar zarar görüyor. Yardımcı olursanız çok seviniriz.,Yol ve Kaldırım
fabrikaa bacasından duman havayı kirletiyor.,Gürültü ve Çevre Kirliliği
"Yol calismasi yarim kalmis geceleri oyle duruyor, ayrica bordur taslari cikmis ayagimiz takiliyor.",Yol ve Kaldırım
Okulun yanındaki sokakta köpekler peşimize takılıyor korkuyoruz. Artık bir şey yapın!,Başıboş Hayvanlar
"yeter ama, bizim mahalledee köpekler peşimize takılıyor korkuyoruz. Vergimizi ne için veriyoruz?",Başıboş Hayvanlar
gece hattı yok eve dönemiyoruz. Artık bir şey yapın!,Toplu Ulaşım
Durakta tabelaa yok hangi hat geçer belli değil.,Toplu Ulaşım
Aşısız hayvanlar dolaşıyor tehlikeli.,Başıboş Hayvanlar
alt geçidin oraya sorun var; yağmur suyu giderleri çöple dolmuş.,Su ve Kanalizasyon
Caminin arka sokağında sorun var; bir hayvan kapana sıkışmış kurtaran lazım.,Başıboş Hayvanlar
"Bıktık artık, geri dönüşüm kutuları aylardır boşaltılmıyor, ayrıca caddemizde çöpler birikti leş gibi kokuyor",Çöp ve Temizlik
"Ya artık yeter, üst geçidin merdivenleri kırık tehlikeli. Bu kadarına da pes!",Yol ve Kaldırım
"Bakın, açık alanda atık yakılıyor koku dayanılmaz. Ne zaman çözeceksiniz?",Gürültü ve Çevre Kirliliği
"allah aşkına, okulun yanındaki sokakta yeşil alana izinsiz inşaat var, yaşanmıyor artık. Konunun takip edilmesini istiyoruz.",Park ve Yeşil Alan
Yahu parkın çeşmesinden su akmıyor.,Park ve Yeşil Alan
"valla bıktık, yol çalışması yarım kalmış uzun süredir öyle duruyor, ayrıca asfaltt kaç kere söyledik yine bozuk araba alttan vuruyor",Yol ve Kaldırım
"Of ya, sokak hayvanları aç bakan yok, rezil olduk. İlgili ekip gönderilsin lütfen.",Başıboş Hayvanlar
"ya artık yeter, mahallemizde köpekler peşimize takılıyor korkuyoruz, ayrıca kısırlaştırma yok hayvan sayısı çok arttı.",Başıboş Hayvanlar
"rezalet. ana caddenin yarısı karanlık yürümek korkutucu, ayrıca okulun yanındaki sokakta lamba patlamış aylardır değişen yok",Sokak Aydınlatması
Rezalet. Sokağımızda sorun var; şoför durakta durmadan geçti.,Toplu Ulaşım
"Kamyonlar haftalardır cadde ortasında çalışr halde bekliyor, sağlığımız tehlikede. Yardımcı olursanız çok seviniriz",Gürültü ve Çevre Kirliliği
"ölü bir hayvan var günlerdir kaldıran yok, ayrıca geceleri havlamalar aylardır uyutmuyor.",Başıboş Hayvanlar
Rezalet. Köşedeki bakkalin önünde sorunnn var; moloz dökülen alan toz ve koku saçıyor.,Gürültü ve Çevre Kirliliği
yol çalışması yarım kalmış haftalardır öyle duruyor.,Yol ve Kaldırım
"rezalet. akşam olunca her yer zifiri karanlık, yaşanmıyor artık. Acil çözün şunu!",Sokak Aydınlatması
inşaat molozunu yola dökmüşler kaldıran yok. Yardımcı olursanız çok seviniriz,Çöp ve Temizlik
"bakin, lamba yanip sonuyor sinir bozuyor.",Sokak Aydınlatması
Cocuk parkının yanında sorun var; engelli rampasııı yok tekerlekli sandalye geçemiyor.,Yol ve Kaldırım
Kart dolum noktası aylardır çalışmıyor. Bir an önce ilgilenilsin.,Toplu Ulaşım
rezalet. Pazar yerinin orada sorun var; su sayacı arızalı fatura uçtu.,Su ve Kanalizasyon
kaldırım o kadar dar ki arabayla geçilmiyor. Yardımcı olursanız çok seviniriz.,Yol ve Kaldırım
"Yeter ama, site girişinde lamba patlamış aylardır değişen yok, kimse umursamıyor. Çözülmesini bekliyoruz",Sokak Aydınlatması
Rezalet. Alt gecidin oraya sorun var; durakta isik yok gce bekleyemiyoruz.,Sokak Aydınlatması
"Bakın, yeni direklere ışık takılmamış, ayrıca elektrik direği yana yatmış ışık da yok",Sokak Aydınlatması
SU SAYACI ARIZALI FATURA UÇTU. BU KADARINA DA PES!,Su ve Kanalizasyon
"Bıktık artık, yağmurda yol göle dönüyor su birikiyor. Bir an önceee ilgilenilsin.",Yol ve Kaldırım
"Kamyonlar her gun cadde ortasinda calisir halde bekliyor, yasanmiyor artik. Acil cozun sunu!",Gürültü ve Çevre Kirliliği
"OF YA, BIZIM MAHALLEDE HURDACILAR SABAHA KARŞI GÜRÜLTÜ YAPIYOR",Gürültü ve Çevre Kirliliği
Okulun yanındaki sokakta sorun var; inşaat molozunu yola dökmüşler kaldıran yok.,Çöp ve Temizlik
"hayvanlar trafikte tehlike yaratıyor, ayrıca kısırlaştırma yok hayvan sayısı çok arttı.",Başıboş Hayvanlar
"bakın, atölye sürekli maine sesinden uyutmuyor. Bu kadarınaa da pes!",Gürültü ve Çevre Kirliliği
"Yeter ama, Pazar yerinin orada sorun var; direkteki lamba arizali gece cok tehlikeli.",Sokak Aydınlatması
"Allah aşkına, Alt geçidin oraya sorun var; yeni direklere ışık takılmamış.",Sokak Aydınlatması
Sokağımızda sorun var; sokağın tamamı kapkaranlık bir tane lamba yanmıyor.,Sokak Aydınlatması
"ya artık yeter, çöp konteynerleri ağzına kadar dolmuş taşıyor, ayrıca moloz ve atıklar her gün kaldırımda duruyor.",Çöp ve Temizlik
"Allah aşkına, yağmur suyu giderleri çöple dolmuş, ayrıca mahallemizde temiz su şebekesi sürekli arızalanıyor",Su ve Kanalizasyon
çocuk parkındaki salıncaklar kırık ehlikeli.,Park ve Yeşil Alan
"Moloz dökülen alan toz ve koku saçıyor, yaşanmıyor artık. Şimdiden teşekkürler.",Gürültü ve Çevre Kirliliği
oyun rubunun zemini bozuk çocuklar düşüyor.,Park ve Yeşil Alan
"Ya artık yeter, üst geçdin merdivenleri kırık tehlikeli, ayrıca kaldırım o kadar dar ki arabayla geçilmiyor",Yol ve Kaldırım
Yaya geçidi silinmiş hiç görünmüyor. Gereğinin yapılmasını rica ederim,Yol ve Kaldırım
"of ya, pazardan sonraaa ortalık çöplük oluyor temizleyen yok.",Çöp ve Temizlik
"Yeter ama, evimizin tam önünde mazgal kapağı yok açık duruyor, kimse ilgilenmiyor. Konunun takip edilmesini istiyoruz.",Yol ve Kaldırım
"Çöp yakıyorlar mahalle dumana boğuldu, defalarca aradık sonuç yok. Yardımcı olursanız çok seviniriz.",Gürültü ve Çevre Kirliliği
Çöpler sabahtan akşama toplanmıyor. Konunun takip edilmesini istiyoruz.,Çöp ve Temizlik
Ara sokakta kaldırım taşlarııı sökülmüş yürnmüyor. Bu kadarına da pes!,Yol ve Kaldırım
"Ya artik yeter, Apartmanin onunde sorun var; direkteki lamba arizali gece cok tehlikeli.",Sokak Aydınlatması
"Pes yani, Okulun yanındaki sokakta sorun var; park lambaları yanmıyorr akşam kullanılmıyor.",Park ve Yeşil Alan
"Allah aşkına, atölye her gün makine sesinden uyutmuyor. Vergimizi ne için veriyoruz?",Gürültü ve Çevre Kirliliği
"Allah aşkına, konteyner kırılmışş çöpler etrafa saçılıyor, ayrıca çöp kamyonu akşamları mahalleye uğramıyor.",Çöp ve Temizlik
"Kaydırak kırılmış paslı çocuk yaralanır, kimse umursamıyor. İlginizi rica ediyorum",Park ve Yeşil Alan
musluktan bulanık su geliyor kötü kokuyor. İlginizi rica ediyorum.,Su ve Kanalizasyon
Köpekler parkı kirletiyor temizlenmiyor. Artık bir şey yapın!,Park ve Yeşil Alan
"bıktık artık, okul yolunda ışık yok çocuklarr korkuyor, ayrıca akşam olunca her yer zifiri karanlık.",Sokak Aydınlatması
"Apartmanın önünde engelli rampalı otobüs gelmiyor, sağlığımız tehlikede. İlginizi rica ediyorum.",Toplu Ulaşım
"Elektrik direği yana yatmış ışık da yok, sağlığımız tehlikede. Artık bir şey yapın!",Sokak Aydınlatması
"YAHU INŞAAT MOLOZUNU YOLA DÖKMÜŞLERRR KALDIRAN YOK, KIMSE UMURSAMIYOR. ÇÖZÜLMESINI BEKLIYORUZ.",Çöp ve Temizlik
"BIKTIK ARTIK, BIZIM MAHALLEDE SORUN VAR; RÖGAR TIKANMIŞ YAĞMUR SUYU ÇEKILMIYOR.",Su ve Kanalizasyon
Sanayi atiklari dereye bosaltiliyor.,Gürültü ve Çevre Kirliliği
"YAHU KAFELERIN MASALARI GECELERI ÇOK GÜRÜLTÜLÜ, AYRICA CADDEMIZDE HURDACILAR SABAHA KARŞI GÜRÜLTÜ YAPIYOR",Gürültü ve Çevre Kirliliği
Kaldirim karanlik dusup yaralandik,Sokak Aydınlatması
"Allah aşkına, yağmurda yol göle dönüyor su birikiyor, ayrıca kaldırım o kadar dar ki arabayla geçilmiyor.",Yol ve Kaldırım
çöpler her gün toplanmıyor. Konunun takip edilmesini istiyoruz.,Çöp ve Temizlik
"valla bıktık, kart dolum noktası günlerdir çalışmıyor, ayrıca şoför durakta durmadan geçti",Toplu Ulaşım
"Valla bıktık, alt geçidin oraya kanalizasyon taşmış pis su akıyor, ayrıca bodrumu lağım suyu bastı",Su ve Kanalizasyon
"YOL ÇALIŞMASI YARIM KALMIŞ HER HAFTA ÖYLE DURUYOR, AYRICA DURAGIN YANINDA YOL ÇÖKMÜŞ ARAÇLAR ZARAR GÖRÜYOR.",Yol ve Kaldırım
"KAYDIRAK KIRILMIŞ PASLI ÇOCUK YARALANIR, AYRICA PARK BAKIMSIZ HER YER ÇÖP VE CAM KIRIĞI.",Park ve Yeşil Alan
"Park gece içki içenlerin mekanı oldu, ayrıca oyun grubunun zemini bozuk çocuklar düşüyor.",Park ve Yeşil Alan
"Ya artık yeter, ağaçlar budanmamış dallar sarkıyor.",Park ve Yeşil Alan
Durakta tabela yok hangi hat gecer belli degil,Toplu Ulaşım
musluktan bulanık su geliyor kötü kokuyor. Yardımcı olursanız çok seviniriz,Su ve Kanalizasyon
"yeter ama, Mahallemizde sorun var; caminin arka sokağında fareler türedi çünkü çöpler ortada.",Çöp ve Temizlik
"of ya, Köşedeki bakkalin önünde sorun var; musluktan bulanık su geliyor kötü kokuyor.",Su ve Kanalizasyon
Yahu akşam olunca her yer zifiri karanlık.,Sokak Aydınlatması
Duraktaki bank ve durak kapalısı kırık.,Toplu Ulaşım
"Of ya, çöpler geceleri toplanmıyor.",Çöp ve Temizlik
"allah askina, kaldirima park ediyorlar yaya yuruyemiyor",Yol ve Kaldırım
"Bakin, pazardan sonra ortalik copluk oluyor temizleyen yok, ayrica konteyner kirilmis copler etrafa saciliyor.",Çöp ve Temizlik
ana cadde uzerinde sorun var; lağım kokusu akşamları eve doluyor.,Su ve Kanalizasyon
Caddemizde kedilere mama su konmuyor. İlgili birime iletilmesini rica ederim,Başıboş Hayvanlar
Açık alanda atık yakılıyor koku dayanılmaz,Gürültü ve Çevre Kirliliği
"Pes yani, parkin cesmesinden su akmiyor. Cozulmesini bekliyoruz.",Park ve Yeşil Alan
Köşedeki bakkalin önünde sorun var; hayvanlar trafikte tehlike yaratıyor.,Başıboş Hayvanlar
"ANA CADDE UZERINDE FARELER TÜREDI ÇÜNKÜ ÇÖPLER ORTADA, ÇOCUKLAR ETKILENIYOR. IR AN ÖNCE ILGILENILSIN.",Çöp ve Temizlik
"Ya artik yeter, okul servisi gibi otobus sabah hep dolu geliyor, defalarca aradik sonuc yok. Cozulmesini bekliyoruz.",Toplu Ulaşım
sanayi atıkları dereye boşaltılıyor. Artıkkk bir şey yapın!,Gürültü ve Çevre Kirliliği
"Allah aşkına, açık alanda atık yakılıyor koku dayanılmaz, her gün aynı dert. Bir an önce ilgilenilsin",Gürültü ve Çevre Kirliliği
Aşısız hayvanlar dolaşıyor tehlikeli. Şimdiden teşekkürler.,Başıboş Hayvanlar
"ana cadde uzerinde aydınlatma olmadığı için tekin değil, ayrıca kaldırım karanlık düşüp yaralandık",Sokak Aydınlatması
Yeni direklere ışık takılmamış. Gereğinin yapılmasını rica ederim.,Sokak Aydınlatması
Yahu cocuk parkının yanında hurdacılar sabaha karşı gürültü yapıyor.,Gürültü ve Çevre Kirliliği
"Su borusu patlamis cadde sular altinda, kimse umursamiyor. Konunun takip edilmesini istiyoruz",Su ve Kanalizasyon
duraktaki bank ve durak kapalısı kırık.,Toplu Ulaşım
Duragin yanında sorun var; mahallemizde fareler tredi çünkü çöpler ortada.,Çöp ve Temizlik
Otobüs seferleri akşam çok seyrek. Yardımcı olursanız çok seviniriz.,Toplu Ulaşım
Park bakımsız her yer çöp ve cam kırığı. İlginizi rica ediyorum.,Park ve Yeşil Alan
Caminin arka sokaginda yol cokmus araclar zarar goruyor,Yol ve Kaldırım
site girişinde durağa otobüs hiç uğramıyor.,Toplu Ulaşım
Çocuk parkındaki salıncaklar kırık tehlikeli. Artık bir şey yapın!,Park ve Yeşil Alan
"Bakın, sokak hayvanları aç bakan yok, ayrıca sokak hayvanları aç bakan yok.",Başıboş Hayvanlar
"Her yağmurda evi su basıyor gider tıkalı, ayrıca bodrumu lağı suyu bastı.",Su ve Kanalizasyon
Yahu asfalt bir aydır bozuk araba alttan vuruyor. Ne zaman çözeceksiniz?,Yol ve Kaldırım
"Bakın, çöp yakıyorlar mahalle dumana boğuldu, vergimizi ödüyoruz ama hizmet yok. Bu kadarına da pes!",Gürültü ve Çevre Kirliliği
Okul önünde köpek sürüsü var veli tedirgin. Çözülmesini bekliyoruz.,Başıboş Hayvanlar
apartmanın önünde sorun var; yaralı bir hayvan var ilgilenen yok.,Başıboş Hayvanlar
ana caddenin yarısı karanlık yürümek korkutucu.,Sokak Aydınlatması
Ara sokakta durağa otobüs hiç uğramıyor. İlginizi rica ediyorum.,Toplu Ulaşım
"Lamba yanıp sönüyor sinir bozuyor, sağlığımız tehlikede. Artık bir şey yapın!",Sokak Aydınlatması
"Pes yani, metro çıkışındaaa mazgal kapağı yok açık duruyor, kimse ilgilenmiyor. Bu kadarına da pes!",Yol ve Kaldırım
Okulun yanindaki sokakta sorun var; kanalizasyon kapagi cokmus cukur olmus,Su ve Kanalizasyon
apartmanın önünde kaldırım taşları sökülmüş yürünmüyor.,Yol ve Kaldırım
otobüs seferleri akşam çok seyrek.,Toplu Ulaşım
"Ya artik yeter, ara sokakta kopekler pesimize takiliyor korkuyoruz. Bir an once ilgilenilsin.",Başıboş Hayvanlar
"valla bıktık, yandaki işyeri sürekli sonuna kadar müzik açıor, rezil olduk. Bir an önce ilgilenilsin.",Gürültü ve Çevre Kirliliği
Ara sokakta sorun var; kar yağınca yollar tuzlanmadı buz tuttu.,Yol ve Kaldırım
Evimizin tam önünde sorun var; sürü halinde köpekler çocuklara havlıyor,Başıboş Hayvanlar
"Pes yani, yaralı bir hayvan var ilgilenen yok.",Başıboş Hayvanlar
"Sanayi atıkları dereye boşaltılıyor, rezil olduk. Şimdiden teşekkürler.",Gürültü ve Çevre Kirliliği
Yahu kar yaginca yollar tuzlanmadi buz tuttu.,Yol ve Kaldırım
Mahallemizde sorun var; evimizin tam önünde engelliii rampalı otobüs gelmiyor.,Toplu Ulaşım
"Ya artık yeter, kısırlaştırma yok hayvan sayısı çok arttı, yaşanmıyor artık. Konunun takip edilmesini istiyoruz",Başıboş Hayvanlar
Çöp yakıyorlar mahalle dumana boğuldu.,Gürültü ve Çevre Kirliliği
"Yeter ama, su sayacı arızalı fatura uçtu, böyle olmaz ki. Bir an önce ilgilenilsin.",Su ve Kanalizasyon
yaralı bir hayvan var ilgilenen yok,Başıboş Hayvanlar
"Pes yani, moloz dökülen alan toz ve koku saçıyor",Gürültü ve Çevre Kirliliği
köpekler parkı kirletiyor temizlenmiyor. Ne zaman çözeceksiniz?,Park ve Yeşil Alan
"valla bıktık, akşam olunca her yer zifiri karanlık",Sokak Aydınlatması
Her yağmurda evi s basıyor gider tıkalı. Ne zaman çözeceksiniz?,Su ve Kanalizasyon
Rögar tıkanmış yağmur suyu çekilmiyor. Gereğinin yapılmasını rica ederim.,Su ve Kanalizasyon
"Bıktık artık, yeni direklere ışık takılmamış, vergimizi ödüyoruz ama hizmet yok. Çözülmesini bekliyoruz.",Sokak Aydınlatması
yandaki işyeri günlerdir sonuna kadar müzik açıyor.,Gürültü ve Çevre Kirliliği
"Yağmurda yol göle dönüyor su birikiyor, ayrıca üst geçidin merdivenleri kırık tehlikeli.",Yol ve Kaldırım
Alt geçidin oraya aydınlatma olmadığı için tekin değil.,Sokak Aydınlatması
"Yeter ama, lamba yanıp sönüyor sinir bozuyor.",Sokak Aydınlatması
"Bakın, asfalt haftalardır bozuk araba alttan vuruyor. Artık bir şey yapın!",Yol ve Kaldırım
